sub_id	onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
9	2.022	3.000	remember	0.761	retrieval	restudy	scene	face	object	target	scene	1	1	32	104	256	32	2.0	n/a
9	14.021	3.000	no response	n/a	retrieval	restudy	face	object	scene	no response	no response	2	1	56	8	56	108	14.0	n/a
9	26.021	3.000	forget	0.499	retrieval	restudy	object	scene	face	other	face	3	1	128	80	180	232	26.0	n/a
9	38.020	3.000	remember	0.323	retrieval	retprac	face	scene	object	target	face	4	1	97	25	73	201	38.0	n/a
9	50.019	3.000	remember	0.340	retrieval	restudy	scene	object	face	target	scene	5	1	76	124	276	128	50.0	n/a
9	62.018	3.000	forget	0.333	retrieval	retprac	face	scene	object	competitor	scene	6	1	99	27	75	203	62.0	n/a
9	74.017	3.000	remember	0.389	retrieval	retprac	scene	object	face	target	scene	7	1	75	123	275	127	74.0	n/a
9	86.016	3.000	remember	0.415	retrieval	retprac	face	object	scene	target	face	8	1	49	1	49	101	86.0	n/a
9	98.016	3.000	remember	0.287	retrieval	restudy	scene	face	object	target	scene	9	1	28	100	252	28	98.0	n/a
9	110.015	3.000	forget	0.383	retrieval	retprac	object	scene	face	other	face	10	1	121	73	173	225	110.0	n/a
9	122.014	3.000	remember	0.328	retrieval	restudy	scene	face	object	target	scene	11	1	26	98	250	26	122.0	n/a
9	134.013	3.000	remember	0.329	retrieval	restudy	face	scene	object	target	face	12	1	100	28	76	204	134.0	n/a
9	146.012	3.000	remember	0.394	retrieval	retprac	object	scene	face	target	object	13	1	123	75	175	227	146.0	n/a
9	158.011	3.000	remember	0.490	retrieval	retprac	object	scene	face	target	object	14	1	127	79	179	231	158.0	n/a
9	170.011	3.000	remember	0.420	retrieval	retprac	scene	face	object	target	scene	15	1	27	99	251	27	170.0	n/a
9	182.010	3.000	forget	0.436	retrieval	retprac	face	scene	object	other	object	16	1	103	31	79	207	182.0	n/a
9	194.009	3.000	forget	0.413	retrieval	restudy	face	scene	object	competitor	scene	17	1	104	32	80	208	194.0	n/a
9	206.008	3.000	forget	0.317	retrieval	retprac	object	scene	face	other	face	18	1	125	77	177	229	206.0	n/a
9	218.007	3.000	forget	0.318	retrieval	retprac	scene	face	object	other	object	19	1	31	103	255	31	218.0	n/a
9	230.006	3.000	forget	0.711	retrieval	retprac	face	object	scene	competitor	object	20	1	55	7	55	107	230.0	n/a
9	242.022	3.000	forget	0.519	retrieval	restudy	face	scene	object	competitor	scene	21	1	102	30	78	206	242.0	n/a
9	254.021	3.000	forget	0.520	retrieval	restudy	object	face	scene	other	scene	22	1	6	54	154	6	254.0	n/a
9	266.021	3.000	remember	0.425	retrieval	retprac	face	object	scene	target	face	23	1	53	5	53	105	266.0	n/a
9	278.020	3.000	remember	0.409	retrieval	restudy	scene	object	face	target	scene	24	1	74	122	274	126	278.0	n/a
9	290.019	3.000	forget	0.306	retrieval	restudy	object	scene	face	other	face	25	1	126	78	178	230	290.0	n/a
9	302.018	3.000	remember	0.426	retrieval	retprac	object	face	scene	target	object	26	1	5	53	153	5	302.0	n/a
9	314.017	3.000	forget	0.588	retrieval	restudy	face	object	scene	competitor	object	27	1	52	4	52	104	314.0	n/a
9	326.016	3.000	forget	0.548	retrieval	retprac	scene	object	face	competitor	object	28	1	73	121	273	125	326.0	n/a
9	338.016	3.000	remember	0.517	retrieval	restudy	scene	object	face	target	scene	29	1	80	128	280	132	338.0	n/a
9	350.015	3.000	forget	0.357	retrieval	restudy	scene	face	object	competitor	face	30	1	30	102	254	30	350.0	n/a
9	362.014	3.000	remember	0.358	retrieval	restudy	object	face	scene	target	object	31	1	2	50	150	2	362.0	n/a
9	374.013	3.000	remember	0.423	retrieval	restudy	scene	object	face	target	scene	32	1	78	126	278	130	374.0	n/a
9	386.012	3.000	forget	0.496	retrieval	retprac	object	face	scene	competitor	face	33	1	3	51	151	3	386.0	n/a
9	398.011	3.000	remember	0.376	retrieval	retprac	scene	face	object	target	scene	34	1	25	97	249	25	398.0	n/a
9	410.011	3.000	remember	0.329	retrieval	restudy	face	object	scene	target	face	35	1	50	2	50	102	410.0	n/a
9	422.010	3.000	forget	0.626	retrieval	retprac	object	face	scene	other	scene	36	1	7	55	155	7	422.0	n/a
9	434.009	3.000	remember	0.292	retrieval	restudy	face	scene	object	target	face	37	1	98	26	74	202	434.0	n/a
9	446.008	3.000	remember	0.348	retrieval	retprac	scene	object	face	target	scene	38	1	77	125	277	129	446.0	n/a
9	458.007	3.000	forget	0.484	retrieval	restudy	object	face	scene	competitor	face	39	1	4	52	152	4	458.0	n/a
9	470.006	3.000	forget	0.364	retrieval	restudy	object	face	scene	competitor	face	40	1	8	56	156	8	470.0	n/a
9	482.022	3.000	remember	0.317	retrieval	retprac	scene	object	face	target	scene	41	1	79	127	279	131	482.0	n/a
9	494.021	3.000	forget	0.493	retrieval	restudy	object	scene	face	other	face	42	1	124	76	176	228	494.0	n/a
9	506.021	3.000	remember	0.406	retrieval	retprac	face	object	scene	target	face	43	1	51	3	51	103	506.0	n/a
9	518.020	3.000	forget	0.424	retrieval	restudy	face	object	scene	competitor	object	44	1	54	6	54	106	518.0	n/a
9	530.019	3.000	forget	0.392	retrieval	retprac	object	face	scene	competitor	face	45	1	1	49	149	1	530.0	n/a
9	542.018	3.000	remember	0.384	retrieval	retprac	scene	face	object	target	scene	46	1	29	101	253	29	542.0	n/a
9	554.017	3.000	forget	0.481	retrieval	restudy	object	scene	face	other	face	47	1	122	74	174	226	554.0	n/a
9	566.016	3.000	forget	0.451	retrieval	retprac	face	scene	object	competitor	scene	48	1	101	29	77	205	566.0	n/a
9	2.018	3.000	remember	0.405	retrieval	retprac	scene	face	object	target	scene	1	2	37	109	261	37	2.0	n/a
9	14.017	3.000	remember	0.382	retrieval	restudy	scene	object	face	target	scene	2	2	86	134	286	138	14.0	n/a
9	26.016	3.000	remember	0.448	retrieval	restudy	face	object	scene	target	face	3	2	64	16	64	116	26.0	n/a
9	38.016	3.000	forget	0.559	retrieval	retprac	face	scene	object	competitor	scene	4	2	105	33	81	209	38.0	n/a
9	50.015	3.000	remember	0.497	retrieval	retprac	scene	object	face	target	scene	5	2	85	133	285	137	50.0	n/a
9	62.014	3.000	forget	0.457	retrieval	restudy	scene	object	face	other	face	6	2	82	130	282	134	62.0	n/a
9	74.013	3.000	remember	0.329	retrieval	retprac	scene	object	face	target	scene	7	2	83	131	283	135	74.0	n/a
9	86.012	3.000	remember	0.522	retrieval	retprac	face	object	scene	target	face	8	2	57	9	57	109	86.0	n/a
9	98.011	3.000	remember	0.339	retrieval	retprac	face	object	scene	target	face	9	2	59	11	59	111	98.0	n/a
9	110.011	3.000	forget	0.540	retrieval	restudy	object	scene	face	other	face	10	2	134	86	186	238	110.0	n/a
9	122.010	3.000	remember	0.765	retrieval	restudy	scene	object	face	target	scene	11	2	84	132	284	136	122.0	n/a
9	134.009	3.000	remember	0.605	retrieval	retprac	scene	face	object	target	scene	12	2	35	107	259	35	134.0	n/a
9	146.008	3.000	forget	0.534	retrieval	restudy	object	scene	face	competitor	scene	13	2	130	82	182	234	146.0	n/a
9	158.007	3.000	forget	0.543	retrieval	restudy	object	face	scene	competitor	face	14	2	10	58	158	10	158.0	n/a
9	170.006	3.000	remember	0.399	retrieval	retprac	scene	face	object	target	scene	15	2	39	111	263	39	170.0	n/a
9	182.006	3.000	remember	0.672	retrieval	restudy	scene	face	object	target	scene	16	2	36	108	260	36	182.0	n/a
9	194.021	3.000	remember	0.529	retrieval	retprac	object	scene	face	target	object	17	2	129	81	181	233	194.0	n/a
9	206.021	3.000	forget	0.625	retrieval	restudy	face	scene	object	competitor	scene	18	2	110	38	86	214	206.0	n/a
9	218.020	3.000	forget	0.802	retrieval	retprac	face	object	scene	other	scene	19	2	61	13	61	113	218.0	n/a
9	230.019	3.000	forget	0.514	retrieval	restudy	face	object	scene	other	scene	20	2	60	12	60	112	230.0	n/a
9	242.018	3.000	remember	0.299	retrieval	restudy	face	scene	object	target	face	21	2	108	36	84	212	242.0	n/a
9	254.017	3.000	forget	0.444	retrieval	restudy	object	face	scene	other	scene	22	2	12	60	160	12	254.0	n/a
9	266.016	3.000	remember	0.332	retrieval	retprac	object	face	scene	target	object	23	2	15	63	163	15	266.0	n/a
9	278.016	3.000	forget	0.397	retrieval	retprac	object	face	scene	competitor	face	24	2	9	57	157	9	278.0	n/a
9	290.015	3.000	remember	0.335	retrieval	restudy	object	scene	face	target	object	25	2	136	88	188	240	290.0	n/a
9	302.014	3.000	don't know	0.551	retrieval	restudy	scene	object	face	don't know	don't know	26	2	88	136	288	140	302.0	n/a
9	314.013	3.000	remember	0.400	retrieval	retprac	scene	object	face	target	scene	27	2	87	135	287	139	314.0	n/a
9	326.012	3.000	forget	0.728	retrieval	retprac	face	scene	object	competitor	scene	28	2	107	35	83	211	326.0	n/a
9	338.011	3.000	remember	0.385	retrieval	retprac	face	scene	object	target	face	29	2	109	37	85	213	338.0	n/a
9	350.011	3.000	remember	0.442	retrieval	restudy	face	object	scene	target	face	30	2	58	10	58	110	350.0	n/a
9	362.010	3.000	forget	0.506	retrieval	retprac	face	scene	object	competitor	scene	31	2	111	39	87	215	362.0	n/a
9	374.009	3.000	forget	0.283	retrieval	restudy	object	face	scene	competitor	face	32	2	16	64	164	16	374.0	n/a
9	386.008	3.000	forget	0.396	retrieval	restudy	face	object	scene	competitor	object	33	2	62	14	62	114	386.0	n/a
9	398.007	3.000	forget	0.348	retrieval	retprac	object	scene	face	competitor	scene	34	2	133	85	185	237	398.0	n/a
9	410.006	3.000	remember	0.357	retrieval	restudy	object	scene	face	target	object	35	2	132	84	184	236	410.0	n/a
9	422.022	3.000	forget	0.821	retrieval	retprac	object	scene	face	other	face	36	2	135	87	187	239	422.0	n/a
9	434.021	3.000	remember	0.566	retrieval	restudy	scene	face	object	target	scene	37	2	40	112	264	40	434.0	n/a
9	446.021	3.000	forget	0.511	retrieval	restudy	object	face	scene	other	scene	38	2	14	62	162	14	446.0	n/a
9	458.020	3.000	remember	0.336	retrieval	retprac	scene	object	face	target	scene	39	2	81	129	281	133	458.0	n/a
9	470.019	3.000	forget	0.440	retrieval	retprac	object	face	scene	competitor	face	40	2	11	59	159	11	470.0	n/a
9	482.018	3.000	remember	0.593	retrieval	retprac	face	object	scene	target	face	41	2	63	15	63	115	482.0	n/a
9	494.017	3.000	forget	0.417	retrieval	retprac	scene	face	object	competitor	face	42	2	33	105	257	33	494.0	n/a
9	506.016	3.000	no response	n/a	retrieval	retprac	object	scene	face	no response	no response	43	2	131	83	183	235	506.0	n/a
9	518.016	3.000	forget	0.436	retrieval	restudy	face	scene	object	competitor	scene	44	2	106	34	82	210	518.0	n/a
9	530.015	3.000	remember	0.508	retrieval	restudy	scene	face	object	target	scene	45	2	34	106	258	34	530.0	n/a
9	542.014	3.000	forget	0.389	retrieval	restudy	scene	face	object	competitor	face	46	2	38	110	262	38	542.0	n/a
9	554.013	3.000	forget	0.317	retrieval	retprac	object	face	scene	competitor	face	47	2	13	61	161	13	554.0	n/a
9	566.012	3.000	forget	0.542	retrieval	restudy	face	scene	object	other	object	48	2	112	40	88	216	566.0	n/a
9	2.018	3.000	remember	0.557	retrieval	restudy	face	scene	object	target	face	1	3	120	48	96	224	2.0	n/a
9	14.017	3.000	forget	0.590	retrieval	retprac	scene	face	object	other	object	2	3	43	115	267	43	14.0	n/a
9	26.016	3.000	forget	0.447	retrieval	retprac	scene	face	object	competitor	face	3	3	45	117	269	45	26.0	n/a
9	38.015	3.000	forget	0.399	retrieval	retprac	scene	object	face	other	face	4	3	91	139	291	143	38.0	n/a
9	50.015	3.000	forget	0.496	retrieval	retprac	scene	object	face	competitor	object	5	3	89	137	289	141	50.0	n/a
9	62.014	3.000	remember	0.417	retrieval	restudy	face	object	scene	target	face	6	3	70	22	70	122	62.0	n/a
9	74.013	3.000	remember	0.497	retrieval	retprac	object	scene	face	target	object	7	3	137	89	189	241	74.0	n/a
