sub_id	onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
16	2.011	3.000	don't know	0.316	retrieval	restudy	scene	face	object	don't know	don't know	1	1	29	101	253	29	2.0	n/a
16	14.026	3.000	forget	0.437	retrieval	restudy	scene	object	face	competitor	object	2	1	79	127	279	131	14.0	n/a
16	26.008	3.000	forget	0.782	retrieval	restudy	object	face	scene	other	scene	3	1	7	55	155	7	26.0	n/a
16	38.007	3.000	no response	n/a	retrieval	retprac	face	scene	object	no response	no response	4	1	104	32	80	208	38.0	n/a
16	50.006	3.000	forget	0.552	retrieval	restudy	scene	face	object	competitor	face	5	1	27	99	251	27	50.0	n/a
16	62.021	3.000	remember	0.232	retrieval	retprac	scene	face	object	target	scene	6	1	26	98	250	26	62.0	n/a
16	74.020	3.000	forget	0.288	retrieval	retprac	scene	object	face	other	face	7	1	80	128	280	132	74.0	n/a
16	86.019	3.000	forget	0.457	retrieval	retprac	object	scene	face	competitor	scene	8	1	124	76	176	228	86.0	n/a
16	98.018	3.000	forget	0.234	retrieval	restudy	face	object	scene	competitor	object	9	1	55	7	55	107	98.0	n/a
16	110.016	3.000	forget	0.466	retrieval	retprac	object	face	scene	competitor	face	10	1	2	50	150	2	110.0	n/a
16	122.015	3.000	forget	0.323	retrieval	restudy	face	scene	object	competitor	scene	11	1	101	29	77	205	122.0	n/a
16	134.014	3.000	forget	0.436	retrieval	restudy	object	face	scene	competitor	face	12	1	5	53	153	5	134.0	n/a
16	146.013	3.000	forget	0.389	retrieval	retprac	face	scene	object	competitor	scene	13	1	98	26	74	202	146.0	n/a
16	158.011	3.000	forget	0.278	retrieval	retprac	face	object	scene	competitor	object	14	1	52	4	52	104	158.0	n/a
16	170.010	3.000	remember	0.294	retrieval	retprac	scene	face	object	target	scene	15	1	32	104	256	32	170.0	n/a
16	182.009	3.000	remember	0.239	retrieval	retprac	object	scene	face	target	object	16	1	122	74	174	226	182.0	n/a
16	194.008	3.000	forget	0.711	retrieval	restudy	object	scene	face	competitor	scene	17	1	127	79	179	231	194.0	n/a
16	206.007	3.000	forget	0.208	retrieval	retprac	scene	face	object	competitor	face	18	1	28	100	252	28	206.0	n/a
16	218.022	3.000	remember	0.648	retrieval	retprac	scene	object	face	target	scene	19	1	76	124	276	128	218.0	n/a
16	230.021	3.000	forget	0.281	retrieval	retprac	face	scene	object	other	object	20	1	102	30	78	206	230.0	n/a
16	242.020	3.000	remember	0.562	retrieval	restudy	object	face	scene	target	object	21	1	3	51	151	3	242.0	n/a
16	254.018	3.000	remember	0.658	retrieval	restudy	scene	object	face	target	scene	22	1	75	123	275	127	254.0	n/a
16	266.017	3.000	forget	0.243	retrieval	retprac	scene	face	object	competitor	face	23	1	30	102	254	30	266.0	n/a
16	278.016	3.000	don't know	0.532	retrieval	restudy	face	object	scene	don't know	don't know	24	1	53	5	53	105	278.0	n/a
16	290.015	3.000	no response	n/a	retrieval	restudy	face	scene	object	no response	no response	25	1	103	31	79	207	290.0	n/a
16	302.014	3.000	forget	0.349	retrieval	retprac	object	scene	face	other	face	26	1	126	78	178	230	302.0	n/a
16	314.012	3.000	forget	0.550	retrieval	restudy	scene	object	face	competitor	object	27	1	73	121	273	125	314.0	n/a
16	326.011	3.000	remember	0.471	retrieval	retprac	object	face	scene	target	object	28	1	4	52	152	4	326.0	n/a
16	338.010	3.000	forget	0.359	retrieval	restudy	object	scene	face	competitor	scene	29	1	121	73	173	225	338.0	n/a
