sub_id	onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
4	2.019	3.000	remember	0.316	retrieval	restudy	scene	face	object	target	scene	1	1	25	97	249	25	2.0	n/a
4	14.018	3.000	remember	0.358	retrieval	restudy	object	scene	face	target	object	2	1	121	73	173	225	14.0	n/a
4	26.017	3.000	forget	0.477	retrieval	restudy	face	scene	object	competitor	scene	3	1	99	27	75	203	26.0	n/a
4	38.016	3.000	remember	0.511	retrieval	retprac	object	scene	face	target	object	4	1	128	80	180	232	38.0	n/a
4	50.015	3.000	remember	0.383	retrieval	restudy	face	object	scene	target	face	5	1	53	5	53	105	50.0	n/a
4	62.014	3.000	remember	0.384	retrieval	retprac	object	face	scene	target	object	6	1	4	52	152	4	62.0	n/a
4	74.013	3.000	forget	0.304	retrieval	retprac	scene	face	object	competitor	face	7	1	28	100	252	28	74.0	n/a
4	86.012	3.000	remember	0.425	retrieval	retprac	face	scene	object	target	face	8	1	104	32	80	208	86.0	n/a
4	98.011	3.000	forget	0.458	retrieval	restudy	scene	face	object	competitor	face	9	1	29	101	253	29	98.0	n/a
4	110.010	3.000	forget	0.339	retrieval	retprac	scene	object	face	other	face	10	1	80	128	280	132	110.0	n/a
4	122.008	3.000	remember	0.723	retrieval	restudy	scene	face	object	target	scene	11	1	27	99	251	27	122.0	n/a
4	134.007	3.000	remember	0.357	retrieval	restudy	face	object	scene	target	face	12	1	55	7	55	107	134.0	n/a
4	146.006	3.000	remember	0.229	retrieval	retprac	face	object	scene	target	face	13	1	50	2	50	102	146.0	n/a
4	158.022	3.000	remember	0.293	retrieval	retprac	face	scene	object	target	face	14	1	100	28	76	204	158.0	n/a
4	170.021	3.000	remember	0.318	retrieval	retprac	face	object	scene	target	face	15	1	56	8	56	108	170.0	n/a
4	182.020	3.000	forget	0.262	retrieval	retprac	object	scene	face	competitor	scene	16	1	124	76	176	228	182.0	n/a
4	194.019	3.000	remember	0.263	retrieval	restudy	object	scene	face	target	object	17	1	123	75	175	227	194.0	n/a
4	206.018	3.000	remember	0.248	retrieval	retprac	face	scene	object	target	face	18	1	102	30	78	206	206.0	n/a
4	218.017	3.000	forget	0.400	retrieval	retprac	face	object	scene	other	scene	19	1	52	4	52	104	218.0	n/a
4	230.016	3.000	remember	0.370	retrieval	retprac	scene	object	face	target	scene	20	1	74	122	274	126	230.0	n/a
4	242.014	3.000	forget	0.290	retrieval	restudy	face	scene	object	other	object	21	1	103	31	79	207	242.0	n/a
4	254.013	3.000	forget	0.275	retrieval	restudy	face	scene	object	competitor	scene	22	1	97	25	73	201	254.0	n/a
4	266.012	3.000	remember	0.492	retrieval	retprac	scene	object	face	target	scene	23	1	78	126	278	130	266.0	n/a
4	278.011	3.000	forget	0.300	retrieval	restudy	object	scene	face	other	face	24	1	125	77	177	229	278.0	n/a
4	290.010	3.000	forget	0.565	retrieval	restudy	scene	face	object	other	object	25	1	31	103	255	31	290.0	n/a
4	302.026	3.000	forget	0.325	retrieval	retprac	scene	face	object	competitor	face	26	1	32	104	256	32	302.0	n/a
4	314.008	3.000	forget	0.303	retrieval	restudy	object	face	scene	other	scene	27	1	1	49	149	1	314.0	n/a
4	326.007	3.000	forget	0.399	retrieval	retprac	scene	face	object	other	object	28	1	26	98	250	26	326.0	n/a
4	338.023	3.000	forget	0.272	retrieval	restudy	object	face	scene	competitor	face	29	1	3	51	151	3	338.0	n/a
4	350.021	3.000	forget	0.105	retrieval	restudy	object	face	scene	competitor	face	30	1	5	53	153	5	350.0	n/a
4	362.020	3.000	forget	0.240	retrieval	restudy	object	scene	face	competitor	scene	31	1	127	79	179	231	362.0	n/a
4	374.019	3.000	forget	0.457	retrieval	restudy	scene	object	face	other	face	32	1	75	123	275	127	374.0	n/a
4	386.018	3.000	forget	0.354	retrieval	retprac	object	scene	face	competitor	scene	33	1	122	74	174	226	386.0	n/a
4	398.017	3.000	forget	0.315	retrieval	retprac	scene	object	face	competitor	object	34	1	76	124	276	128	398.0	n/a
4	410.016	3.000	remember	0.363	retrieval	restudy	face	object	scene	target	face	35	1	51	3	51	103	410.0	n/a
4	422.015	3.000	remember	0.356	retrieval	retprac	object	face	scene	target	object	36	1	6	54	154	6	422.0	n/a
4	434.014	3.000	forget	0.293	retrieval	restudy	face	scene	object	other	object	37	1	101	29	77	205	434.0	n/a
4	446.013	3.000	forget	0.309	retrieval	retprac	scene	face	object	competitor	face	38	1	30	102	254	30	446.0	n/a
4	458.012	3.000	remember	0.270	retrieval	restudy	face	object	scene	target	face	39	1	49	1	49	101	458.0	n/a
4	470.011	3.000	remember	0.264	retrieval	restudy	scene	object	face	target	scene	40	1	77	125	277	129	470.0	n/a
4	482.010	3.000	forget	0.344	retrieval	retprac	face	scene	object	competitor	scene	41	1	98	26	74	202	482.0	n/a
4	494.009	3.000	forget	0.328	retrieval	restudy	scene	object	face	other	face	42	1	73	121	273	125	494.0	n/a
4	506.007	3.000	remember	0.441	retrieval	retprac	object	face	scene	target	object	43	1	8	56	156	8	506.0	n/a
4	518.006	3.000	forget	0.346	retrieval	restudy	object	face	scene	competitor	face	44	1	7	55	155	7	518.0	n/a
4	530.022	3.000	remember	0.258	retrieval	retprac	face	object	scene	target	face	45	1	54	6	54	106	530.0	n/a
4	542.021	3.000	forget	0.291	retrieval	retprac	object	face	scene	competitor	face	46	1	2	50	150	2	542.0	n/a
